,Company,Review Date,Cocoa Percent,Company Location,Rating,Broad Origin,Cocoa category
321,Cacaoyere (Ecuatoriana),2008,0.63,Ecuador,3.5,Ecuador,Low Cocoa Mass
322,Cacaoyere (Ecuatoriana),2008,0.71,Ecuador,3.5,Ecuador,Medium Cocoa Mass
323,Cacaoyere (Ecuatoriana),2008,0.82,Ecuador,2.5,Ecuador,High Cocoa Mass
324,Cacaoyere (Ecuatoriana),2008,0.91,Ecuador,1.5,Ecuador,High Cocoa Mass
325,Callebaut,2008,0.6,Belgium,2.75,Grenada,Low Cocoa Mass
326,Callebaut,2007,0.7,Belgium,1.0,Ecuador,Medium Cocoa Mass
327,C-Amaro,2014,0.75,Italy,2.5,Cuba,Medium Cocoa Mass
328,C-Amaro,2014,0.72,Italy,3.0,Dominican Republic,Medium Cocoa Mass
329,C-Amaro,2014,0.7,Italy,3.5, ,Medium Cocoa Mass
330,C-Amaro,2013,1.0,Italy,3.5,Ecuador,High Cocoa Mass
331,C-Amaro,2012,0.8,Italy,3.0,Venezuela,High Cocoa Mass
332,C-Amaro,2011,0.78,Italy,2.25,Sao Tome,Medium Cocoa Mass
333,C-Amaro,2011,0.7,Italy,2.5,Trinidad,Medium Cocoa Mass
334,Cao,2016,0.75,U.S.A.,2.5,Venezuela,Medium Cocoa Mass
335,Cao,2016,0.73,U.S.A.,2.75,Tanzania,Medium Cocoa Mass
336,Cao,2016,0.7,U.S.A.,3.0,Venezuela,Medium Cocoa Mass
337,Cao,2016,0.75,U.S.A.,3.0,Bolivia,Medium Cocoa Mass
338,Cao,2016,0.7,U.S.A.,3.25,Brazil,Medium Cocoa Mass
339,Caoni (Tulicorp),2008,0.77,Ecuador,2.0,Ecuador,Medium Cocoa Mass
340,Caoni (Tulicorp),2008,0.77,Ecuador,2.5,Ecuador,Medium Cocoa Mass
341,Caoni (Tulicorp),2008,0.77,Ecuador,2.75,Ecuador,Medium Cocoa Mass
342,Caoni (Tulicorp),2008,0.55,Ecuador,3.0,Ecuador,Low Cocoa Mass
343,Caoni (Tulicorp),2008,0.55,Ecuador,3.25,Ecuador,Low Cocoa Mass
344,Caoni (Tulicorp),2008,0.55,Ecuador,3.5,Ecuador,Low Cocoa Mass
345,Captain Pembleton,2014,0.7,New Zealand,3.5,Papua New Guinea,Medium Cocoa Mass
346,Captain Pembleton,2014,0.7,New Zealand,3.75,Papua New Guinea,Medium Cocoa Mass
347,Caribeans,2015,0.72,Costa Rica,3.5,Guatemala,Medium Cocoa Mass
348,Caribeans,2015,0.72,Costa Rica,3.25,Costa Rica,Medium Cocoa Mass
349,Caribeans,2015,0.72,Costa Rica,3.5,Costa Rica,Medium Cocoa Mass
350,Caribeans,2012,0.72,Costa Rica,3.0,Costa Rica,Medium Cocoa Mass
351,Caribeans,2012,0.8,Costa Rica,2.75,Costa Rica,High Cocoa Mass
352,Carlotta Chocolat,2016,0.65,Colombia,3.0,Colombia,Low Cocoa Mass
353,Carlotta Chocolat,2016,0.65,Colombia,3.25,Colombia,Low Cocoa Mass
354,Carlotta Chocolat,2016,0.65,Colombia,3.25,Colombia,Low Cocoa Mass
355,Carlotta Chocolat,2016,0.65,Colombia,3.5,Colombia,Low Cocoa Mass
356,Carlotta Chocolat,2016,0.65,Colombia,3.5,Colombia,Low Cocoa Mass
357,Castronovo,2016,0.72,U.S.A.,4.0,Belize,Medium Cocoa Mass
358,Castronovo,2015,0.72,U.S.A.,3.5,Honduras,Medium Cocoa Mass
359,Castronovo,2015,0.7,U.S.A.,3.75,Domincan Republic,Medium Cocoa Mass
360,Castronovo,2015,0.72,U.S.A.,3.5,Venezuela,Medium Cocoa Mass
361,Castronovo,2014,0.72,U.S.A.,3.5,Colombia,Medium Cocoa Mass
362,Castronovo,2014,0.76,U.S.A.,3.5,Colombia,Medium Cocoa Mass
363,Castronovo,2014,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass
364,Castronovo,2013,0.7,U.S.A.,3.0,Bolivia,Medium Cocoa Mass
365,Castronovo,2013,0.73,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass
366,Castronovo,2013,0.7,U.S.A.,2.5,Peru,Medium Cocoa Mass
367,Castronovo,2013,0.7,U.S.A.,3.25,Venezuela,Medium Cocoa Mass
368,Castronovo,2013,0.72,U.S.A.,3.25,Nicaragua,Medium Cocoa Mass
369,Castronovo,2013,0.7,U.S.A.,2.75,Peru,Medium Cocoa Mass
370,Castronovo,2013,0.72,U.S.A.,3.0,Venezuela,Medium Cocoa Mass
371,Cello,2014,0.7,U.S.A.,2.5,Ecuador,Medium Cocoa Mass
372,Cello,2014,0.7,U.S.A.,2.75,Peru,Medium Cocoa Mass
373,Cello,2014,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass
374,Cello,2014,0.7,U.S.A.,3.0,Bolivia,Medium Cocoa Mass
375,Cemoi,2009,0.72,France,2.75,Ecuador,Medium Cocoa Mass
376,Chaleur B,2014,0.7,Canada,2.75,Uganda,Medium Cocoa Mass
377,Charm School,2016,0.7,U.S.A.,3.25,Belize,Medium Cocoa Mass
378,Chchukululu (Tulicorp),2010,0.55,Ecuador,2.75,Ecuador,Low Cocoa Mass
379,Chchukululu (Tulicorp),2008,0.75,Ecuador,3.0,Ecuador,Medium Cocoa Mass
380,Chequessett,2014,0.7,U.S.A.,3.5,Costa Rica,Medium Cocoa Mass
381,Chloe Chocolat,2011,0.7,France,3.5, ,Medium Cocoa Mass
382,Chocablog,2015,0.7,U.K.,3.25,Ecuador,Medium Cocoa Mass
383,Choco Del Sol,2014,0.75,Germany,3.0,Belize,Medium Cocoa Mass
384,Choco Del Sol,2014,0.82,Germany,3.25,Belize,High Cocoa Mass
385,Choco Dong,2015,0.7,South Korea,2.75,Vietnam,Medium Cocoa Mass
386,Choco Dong,2015,0.7,South Korea,3.5,Malaysia,Medium Cocoa Mass
387,Chocolarder,2015,0.65,U.K.,2.5,Peru,Low Cocoa Mass
388,Chocolarder,2015,0.65,U.K.,2.75,Peru,Low Cocoa Mass
389,Chocolarder,2015,0.8,U.K.,2.5,Dominican Republic,High Cocoa Mass
390,Chocola'te,2011,0.7,U.S.A.,3.75,Madagascar,Medium Cocoa Mass
391,Chocola'te,2011,0.68,U.S.A.,3.75,Venezuela,Low Cocoa Mass
392,Chocolate Alchemist-Philly,2016,0.9,U.S.A.,2.5,Peru,High Cocoa Mass
393,Chocolate Alchemist-Philly,2016,0.8,U.S.A.,2.5, ,High Cocoa Mass
394,Chocolate Con Amor,2016,0.7,U.S.A.,2.5,Bolivia,Medium Cocoa Mass
395,Chocolate Con Amor,2016,0.7,U.S.A.,2.75,Uganda,Medium Cocoa Mass
396,Chocolate Con Amor,2016,0.6,U.S.A.,3.0,Dominican Republic,Low Cocoa Mass
397,Chocolate Con Amor,2016,0.75,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass
398,Chocolate Con Amor,2016,0.8,U.S.A.,3.0,Venezuela,High Cocoa Mass
399,Chocolate Con Amor,2016,0.7,U.S.A.,3.25,Ecuador,Medium Cocoa Mass
400,Chocolate Con Amor,2016,0.8,U.S.A.,2.75,Nicaragua,High Cocoa Mass
401,Chocolate Conspiracy,2014,0.74,U.S.A.,2.75,Peru,Medium Cocoa Mass
402,Chocolate Makers,2015,0.75,Amsterdam,3.25,Dominican Republic,Medium Cocoa Mass
403,Chocolate Makers,2015,0.68,Amsterdam,3.5,Congo,Low Cocoa Mass
404,Chocolate Makers,2015,0.8,Amsterdam,3.75,Peru,High Cocoa Mass
405,"Chocolate Tree, The",2015,0.69,Scotland,3.75,Peru,Low Cocoa Mass
406,"Chocolate Tree, The",2015,0.8,Scotland,3.75,Venezuela,High Cocoa Mass
407,"Chocolate Tree, The",2013,0.7,Scotland,3.75,Peru,Medium Cocoa Mass
408,"Chocolate Tree, The",2012,0.82,Scotland,2.5,Ecuador,High Cocoa Mass
409,"Chocolate Tree, The",2012,0.68,Scotland,2.75,Peru,Low Cocoa Mass
410,"Chocolate Tree, The",2012,0.72,Scotland,3.25,Madagascar,Medium Cocoa Mass
411,Chocolats Privilege,2014,0.7,Canada,2.5,Mexico,Medium Cocoa Mass
412,ChocoReko,2015,0.77,Japan,3.0,Venezuela,Medium Cocoa Mass
413,Chocosol,2011,0.65,Canada,3.25,Mexico,Low Cocoa Mass
414,Chocovic,2010,0.71,Spain,3.25,Mexico,Medium Cocoa Mass
415,Chocovic,2010,0.71,Spain,3.5,Madagascar,Medium Cocoa Mass
416,Chocovic,2009,0.6,Spain,3.25, ,Low Cocoa Mass
417,Chocovic,2009,0.75,Spain,3.25, ,Medium Cocoa Mass
418,Chocovic,2008,0.71,Spain,3.5,Venezuela,Medium Cocoa Mass
419,Chocovic,2007,0.71,Spain,2.5,Ecuador,Medium Cocoa Mass
420,Chocovic,2007,0.71,Spain,2.5,Grenada,Medium Cocoa Mass
421,Chocovic,2007,0.7,Spain,3.0, ,Medium Cocoa Mass
422,Chocovivo,2015,0.65,U.S.A.,2.5,Mexico,Low Cocoa Mass
423,Chocovivo,2015,0.75,U.S.A.,2.5,Mexico,Medium Cocoa Mass
424,Choklat,2009,0.8,Canada,2.5,Venezuela,High Cocoa Mass
425,Choklat,2009,0.7,Canada,2.75,Mexico,Medium Cocoa Mass
426,Choklat,2009,0.7,Canada,3.0,Brazil,Medium Cocoa Mass
427,Choklat,2009,0.8,Canada,3.0,Brazil,High Cocoa Mass
428,Choklat,2009,0.7,Canada,3.0,Venezuela,Medium Cocoa Mass
429,Chokolat Elot (Girard),2013,0.42,Martinique,2.75,Martinique,Low Cocoa Mass
430,Choocsol,2016,0.75,Canada,3.25,Mexico,Medium Cocoa Mass
431,Christopher Morel (Felchlin),2011,0.68,Canada,3.75,Peru,Low Cocoa Mass
432,Chuao Chocolatier,2009,0.61,U.S.A.,3.0,Venezuela,Low Cocoa Mass
433,Chuao Chocolatier (Pralus),2010,0.77,U.S.A.,2.75,Venezuela,Medium Cocoa Mass
434,Claudio Corallo,2010,0.735,Sao Tome,3.75,Sao Tome & Principe,Medium Cocoa Mass
435,Claudio Corallo,2008,0.8,Sao Tome,3.0,Sao Tome & Principe,High Cocoa Mass
436,Claudio Corallo,2008,0.75,Sao Tome,4.0,Sao Tome & Principe,Medium Cocoa Mass
437,Claudio Corallo,2008,1.0,Sao Tome,1.0,Sao Tome & Principe,High Cocoa Mass
438,Cloudforest,2015,0.73,U.S.A.,3.5,Ecuador,Medium Cocoa Mass
439,Coleman & Davis,2015,0.75,U.S.A.,3.0,Madagascar,Medium Cocoa Mass
440,Compania de Chocolate (Salgado),2010,0.7,Argentina,3.25,Venezuela,Medium Cocoa Mass
441,Compania de Chocolate (Salgado),2008,0.8,Argentina,2.75,Venezuela,High Cocoa Mass
442,Compania de Chocolate (Salgado),2008,0.72,Argentina,3.25,Bolivia,Medium Cocoa Mass
443,Compania de Chocolate (Salgado),2008,0.7,Argentina,3.75,Venezuela,Medium Cocoa Mass
444,Compania de Chocolate (Salgado),2008,0.88,Argentina,2.75,Ecuador,High Cocoa Mass
445,Condor,2015,0.76,U.S.A.,3.5,Ecuador,Medium Cocoa Mass
446,Confluence,2016,0.78,U.S.A.,2.75,Vietnam,Medium Cocoa Mass
447,Coppeneur,2013,0.65,Germany,3.25,Ecuador,Low Cocoa Mass
448,Coppeneur,2012,0.85,Germany,3.5,Ghana,High Cocoa Mass
449,Coppeneur,2012,1.0,Germany,1.5,Ecuador,High Cocoa Mass
450,Coppeneur,2012,0.72,Germany,3.75,Sao Tome & Principe,Medium Cocoa Mass
451,Coppeneur,2012,0.7,Germany,3.5,Madagascar,Medium Cocoa Mass
452,Coppeneur,2010,0.72,Germany,3.25,Grenada,Medium Cocoa Mass
453,Coppeneur,2010,0.7,Germany,3.0,Venezuela,Medium Cocoa Mass
454,Coppeneur,2010,0.72,Germany,2.5,Ecuador,Medium Cocoa Mass
455,Coppeneur,2010,0.72,Germany,3.0,Trinidad,Medium Cocoa Mass
456,Coppeneur,2010,0.72,Germany,3.25,Jamaica,Medium Cocoa Mass
457,Coppeneur,2010,0.72,Germany,3.25,Venezuela,Medium Cocoa Mass
458,Coppeneur,2009,0.72,Germany,3.0,Peru,Medium Cocoa Mass
459,Coppeneur,2009,0.62,Germany,3.25,Peru,Low Cocoa Mass
460,Coppeneur,2009,0.7,Germany,3.5,Venezuela,Medium Cocoa Mass
461,Coppeneur,2009,0.7,Germany,3.75,Venezuela,Medium Cocoa Mass
462,Coppeneur,2008,0.72,Germany,3.0,Mexico,Medium Cocoa Mass
463,Coppeneur,2008,0.72,Germany,3.0,Venezuela,Medium Cocoa Mass
464,Coppeneur,2007,0.72,Germany,3.0,Madagascar,Medium Cocoa Mass
465,Cote d' Or (Kraft),2006,0.7,Belgium,1.0, ,Medium Cocoa Mass
466,Cravve,2014,0.7,Australia,2.5,Papua New Guinea,Medium Cocoa Mass
467,Cravve,2014,0.83,Australia,2.75,Vanuatu,High Cocoa Mass
468,Cravve,2012,0.75,Australia,3.25,Tanzania,Medium Cocoa Mass
469,Cravve,2012,0.65,Australia,3.25,Brazil,Low Cocoa Mass
470,Cravve,2012,0.67,Australia,3.25,Fiji,Low Cocoa Mass
471,Cravve,2012,0.64,Australia,3.25,Vanuatu,Low Cocoa Mass
472,Cravve,2012,0.75,Australia,3.5,Papua New Guinea,Medium Cocoa Mass
473,Creo,2016,0.85,U.S.A.,3.25,Ecuador,High Cocoa Mass
474,Creo,2016,0.73,U.S.A.,3.75,Ecuador,Medium Cocoa Mass
475,Daintree,2015,0.7,Australia,2.75,Australia,Medium Cocoa Mass
476,Daintree,2011,0.7,Australia,3.25,Australia,Medium Cocoa Mass
477,Dalloway,2017,0.72,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass
478,Damson,2015,0.7,U.K.,3.0,Trinidad,Medium Cocoa Mass
479,Damson,2015,0.7,U.K.,3.5,Ecuador,Medium Cocoa Mass
480,Damson,2015,0.7,U.K.,2.25,Grenada,Medium Cocoa Mass
481,Damson,2015,0.7,U.K.,2.75,Nicaragua,Medium Cocoa Mass
482,Dandelion,2016,0.7,U.S.A.,3.75, ,Medium Cocoa Mass
483,Dandelion,2015,0.7,U.S.A.,3.0,Belize,Medium Cocoa Mass
484,Dandelion,2014,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass
485,Dandelion,2014,0.7,U.S.A.,3.5,Ecuador,Medium Cocoa Mass
486,Dandelion,2014,0.7,U.S.A.,2.75,Liberia,Medium Cocoa Mass
487,Dandelion,2014,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass
488,Dandelion,2013,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass
489,Dandelion,2013,0.7,U.S.A.,3.25,Venezuela,Medium Cocoa Mass
490,Dandelion,2013,0.7,U.S.A.,3.5,Venezuela,Medium Cocoa Mass
491,Dandelion,2013,0.7,U.S.A.,3.5,Papua New Guinea,Medium Cocoa Mass
492,Dandelion,2012,0.7,U.S.A.,3.0,Costa Rica,Medium Cocoa Mass
493,Dandelion,2012,0.7,U.S.A.,3.25,Colombia,Medium Cocoa Mass
494,Dandelion,2012,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass
495,Dandelion,2011,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
496,Dandelion,2011,0.7,U.S.A.,3.25,Madagascar,Medium Cocoa Mass
497,Dandelion,2011,0.7,U.S.A.,3.25,Tanzania,Medium Cocoa Mass
498,Danta,2014,0.82,Guatemala,3.25,Guatemala,High Cocoa Mass
499,Danta,2012,0.75,Guatemala,3.0,Venezuela,Medium Cocoa Mass
500,Danta,2012,0.7,Guatemala,3.75,Guatemala,Medium Cocoa Mass
501,Danta,2012,0.7,Guatemala,3.75,Madagascar,Medium Cocoa Mass
502,Danta,2012,0.7,Guatemala,4.0,Guatemala,Medium Cocoa Mass
503,Danta,2012,0.7,Guatemala,3.25,Guatemala,Medium Cocoa Mass
504,Danta,2011,0.6,Guatemala,3.5,Guatemala,Low Cocoa Mass
505,Danta,2009,0.75,Guatemala,3.0,Guatemala,Medium Cocoa Mass
506,Danta,2009,0.6,Guatemala,3.25,Guatemala,Low Cocoa Mass
507,DAR,2016,0.72,U.S.A.,2.75,Venezuela,Medium Cocoa Mass
508,DAR,2016,0.72,U.S.A.,3.0,Vietnam,Medium Cocoa Mass
509,DAR,2016,0.7,U.S.A.,3.25,"Ecuador, Costa Rica",Medium Cocoa Mass
510,Dark Forest,2016,0.75,U.S.A.,3.25,Bolivia,Medium Cocoa Mass
511,Dark Forest,2015,0.7,U.S.A.,3.0,Madagascar,Medium Cocoa Mass
512,Dark Forest,2015,0.7,U.S.A.,3.25,Venezuela,Medium Cocoa Mass
513,Dark Forest,2015,0.7,U.S.A.,3.0,Tanzania,Medium Cocoa Mass
514,Dark Forest,2015,0.7,U.S.A.,3.25,Ecuador,Medium Cocoa Mass
515,Davis,2013,0.7,U.S.A.,2.5,Ghana,Medium Cocoa Mass
516,Davis,2013,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass
517,Davis,2013,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass
518,Davis,2012,0.58,U.S.A.,3.25,West Africa,Low Cocoa Mass
519,De Mendes,2015,0.72,Brazil,3.5,Brazil,Medium Cocoa Mass
520,De Mendes,2015,0.65,Brazil,3.5,Brazil,Low Cocoa Mass
521,De Villiers,2016,0.7,South Africa,2.5,Uganda,Medium Cocoa Mass
522,De Villiers,2016,0.7,South Africa,3.0,Madagascar,Medium Cocoa Mass
523,Dean and Deluca (Belcolade),2007,0.66,U.S.A.,2.5,Madagascar,Low Cocoa Mass
524,Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Costa Rica,Low Cocoa Mass
525,Dean and Deluca (Belcolade),2007,0.71,U.S.A.,3.0,Ecuador,Medium Cocoa Mass
526,Dean and Deluca (Belcolade),2007,0.6,U.S.A.,3.0,Ghana,Low Cocoa Mass
527,Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Papua New Guinea,Low Cocoa Mass
528,Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Peru,Low Cocoa Mass
529,Debauve & Gallais (Michel Cluizel),2009,0.64,France,3.0,Papua New Guinea,Low Cocoa Mass
530,Debauve & Gallais (Michel Cluizel),2008,0.66,France,3.75,Venezuela,Low Cocoa Mass
531,Desbarres,2016,0.72,Canada,2.5,Tanzania,Medium Cocoa Mass
532,DeVries,2008,0.8,U.S.A.,2.75,Bolivia,High Cocoa Mass
533,DeVries,2007,0.77,U.S.A.,3.5,Costa Rica,Medium Cocoa Mass
534,DeVries,2007,0.77,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass
535,Dick Taylor,2017,0.7,U.S.A.,3.75,Guatemala,Medium Cocoa Mass
536,Dick Taylor,2016,0.78,U.S.A.,3.5,Vietnam,Medium Cocoa Mass
537,Dick Taylor,2015,0.7,U.S.A.,3.75,Bolivia,Medium Cocoa Mass
538,Dick Taylor,2014,0.74,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass
539,Dick Taylor,2013,0.7,U.S.A.,3.25,Ecuador,Medium Cocoa Mass
540,Dick Taylor,2013,0.76,U.S.A.,3.5,Ecuador,Medium Cocoa Mass
541,Dick Taylor,2012,0.75,U.S.A.,2.75,Bolivia,Medium Cocoa Mass
542,Dick Taylor,2012,0.72,U.S.A.,2.75,Belize,Medium Cocoa Mass
543,Dick Taylor,2011,0.8,U.S.A.,2.75,Madagascar,High Cocoa Mass
544,Dick Taylor,2011,0.72,U.S.A.,3.0,Madagascar,Medium Cocoa Mass
545,Dick Taylor,2011,0.75,U.S.A.,2.75,Venezuela,Medium Cocoa Mass
546,Dick Taylor,2011,0.74,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass
547,Dick Taylor,2011,0.7,U.S.A.,3.25,Ecuador,Medium Cocoa Mass
548,Doble & Bignall,2015,0.85,U.K.,3.0,Venezuela,High Cocoa Mass
549,Doble & Bignall,2014,0.72,U.K.,3.25,Panama,Medium Cocoa Mass
550,Doble & Bignall,2014,0.72,U.K.,3.25,Venezuela,Medium Cocoa Mass
551,Doble & Bignall,2014,0.72,U.K.,3.5,Nicaragua,Medium Cocoa Mass
552,Dole (Guittard),2009,0.7,U.S.A.,3.75,Hawaii,Medium Cocoa Mass
553,Dolfin (Belcolade),2008,0.88,Belgium,3.0,West Africa,High Cocoa Mass
554,Dolfin (Belcolade),2006,0.7,Belgium,1.5, ,Medium Cocoa Mass
555,Domori,2015,0.7,Italy,3.75,Ecuador,Medium Cocoa Mass
556,Domori,2015,0.7,Italy,3.75,Venezuela,Medium Cocoa Mass
557,Domori,2013,1.0,Italy,3.0,Venezuela,High Cocoa Mass
558,Domori,2012,0.7,Italy,3.5,Tanzania,Medium Cocoa Mass
559,Domori,2012,0.7,Italy,3.75,Venezuela,Medium Cocoa Mass
560,Domori,2011,0.7,Italy,3.5,Venezuela,Medium Cocoa Mass
561,Domori,2010,0.7,Italy,3.0,Venezuela,Medium Cocoa Mass
562,Domori,2008,0.7,Italy,3.0,Venezuela,Medium Cocoa Mass
563,Domori,2008,0.7,Italy,3.0,Colombia,Medium Cocoa Mass
564,Domori,2008,0.78,Italy,3.5, ,Medium Cocoa Mass
565,Domori,2008,0.7,Italy,3.75, ,Medium Cocoa Mass
566,Domori,2007,0.7,Italy,4.0,Venezuela,Medium Cocoa Mass
567,Domori,2007,0.75,Italy,3.25,Venezuela,Medium Cocoa Mass
568,Domori,2007,0.6,Italy,3.25,Venezuela,Low Cocoa Mass
569,Domori,2007,0.7,Italy,3.5,Madagascar,Medium Cocoa Mass
570,Domori,2007,0.7,Italy,3.5,Madagascar,Medium Cocoa Mass
571,Domori,2007,0.7,Italy,3.75,Indonesia,Medium Cocoa Mass
572,Domori,2007,0.7,Italy,4.0,Ecuador,Medium Cocoa Mass
573,Domori,2007,0.7,Italy,4.0,Venezuela,Medium Cocoa Mass
574,Domori,2006,0.7,Italy,3.0,Venezuela,Medium Cocoa Mass
575,Domori,2006,0.7,Italy,3.25,Peru,Medium Cocoa Mass
576,Domori,2006,0.7,Italy,3.5,Venezuela,Medium Cocoa Mass
577,Dormouse,2016,0.75,U.K.,2.75,Grenada,Medium Cocoa Mass
578,Dormouse,2015,0.7,U.K.,2.5,Venezuela,Medium Cocoa Mass
579,Dormouse,2015,0.8,U.K.,2.75,Colombia,High Cocoa Mass
580,Dormouse,2015,0.77,U.K.,2.75,Madagascar,Medium Cocoa Mass
581,Duffy's,2015,0.7,U.K.,4.0,Guatemala,Medium Cocoa Mass
582,Duffy's,2014,0.7,U.K.,3.5,Nicaragua,Medium Cocoa Mass
583,Duffy's,2014,0.76,U.K.,3.75,Nicaragua,Medium Cocoa Mass
584,Duffy's,2012,0.72,U.K.,3.75,Venezuela,Medium Cocoa Mass
585,Duffy's,2011,0.72,U.K.,3.75,Honduras,Medium Cocoa Mass
586,Duffy's,2011,0.65,U.K.,3.5,Dominican Republic,Low Cocoa Mass
587,Duffy's,2011,0.72,U.K.,3.0,Panama,Medium Cocoa Mass
588,Duffy's,2011,0.71,U.K.,3.25,Nicaragua,Medium Cocoa Mass
589,Duffy's,2011,0.71,U.K.,3.5,Venezuela,Medium Cocoa Mass
590,Duffy's,2010,0.7,U.K.,3.5,Panama,Medium Cocoa Mass
591,Duffy's,2010,0.72,U.K.,3.75,Ecuador,Medium Cocoa Mass
592,Duffy's,2010,0.7,U.K.,2.5,Ecuador,Medium Cocoa Mass
593,Duffy's,2010,0.7,U.K.,3.75,Peru,Medium Cocoa Mass
594,Dulcinea,2015,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass
595,Durand,2012,0.82,France,2.75,Madagascar,High Cocoa Mass
596,Durci,2015,0.7,U.S.A.,3.5,Peru,Medium Cocoa Mass
597,Durci,2015,0.7,U.S.A.,3.5,Venezuela,Medium Cocoa Mass
598,Durci,2015,0.7,U.S.A.,3.25,Domincan Republic,Medium Cocoa Mass
599,Durci,2015,0.7,U.S.A.,3.25,Venezuela,Medium Cocoa Mass
600,Durci,2015,0.7,U.S.A.,4.0,Ecuador,Medium Cocoa Mass
601,East Van Roasters,2014,0.7,Canada,3.25,Peru,Medium Cocoa Mass
602,East Van Roasters,2014,0.7,Canada,3.5,Madagascar,Medium Cocoa Mass
603,East Van Roasters,2014,0.7,Canada,3.75,Dominican Republic,Medium Cocoa Mass
604,Eau de Rose,2016,0.7,Canada,3.25,Colombia,Medium Cocoa Mass
605,Eau de Rose,2016,0.7,Canada,3.25,Colombia,Medium Cocoa Mass
606,Eclat (Felchlin),2012,0.72,U.S.A.,2.75,Peru,Medium Cocoa Mass
607,Edelmond,2016,0.68,Germany,3.0,Venezuela,Low Cocoa Mass
608,El Ceibo,2011,0.75,Bolivia,3.75,Bolivia,Medium Cocoa Mass
609,El Ceibo,2008,0.71,Bolivia,2.75,Bolivia,Medium Cocoa Mass
610,El Rey,2015,0.7,Venezuela,3.75,Venezuela,Medium Cocoa Mass
611,El Rey,2009,0.605,Venezuela,2.75,Venezuela,Low Cocoa Mass
612,El Rey,2009,0.7,Venezuela,3.0,Venezuela,Medium Cocoa Mass
613,El Rey,2008,0.74,Venezuela,2.5,Venezuela,Medium Cocoa Mass
614,El Rey,2008,0.58,Venezuela,2.5,Venezuela,Low Cocoa Mass
615,El Rey,2008,0.61,Venezuela,3.0,Venezuela,Low Cocoa Mass
616,El Rey,2006,0.7,Venezuela,2.75,Venezuela,Medium Cocoa Mass
617,Emerald Estate,2013,0.6,St. Lucia,2.75,St. Lucia,Low Cocoa Mass
618,Emerald Estate,2013,0.7,St. Lucia,3.25,St. Lucia,Medium Cocoa Mass
619,Emily's,2015,0.79,Japan,3.0,Venezuela,Medium Cocoa Mass
620,Emily's,2015,0.78,Japan,3.5,Peru,Medium Cocoa Mass
621,ENNA,2016,0.75,U.S.A.,3.25,Honduras,Medium Cocoa Mass
622,Enric Rovira (Claudio Corallo),2010,0.8,Spain,3.25,Sao Tome & Principe,High Cocoa Mass
623,Erithaj (A. Morin),2014,0.7,France,3.25,Vietnam,Medium Cocoa Mass
624,Erithaj (A. Morin),2014,0.8,France,3.0,Vietnam,High Cocoa Mass
625,Erithaj (A. Morin),2014,0.74,France,3.25,Vietnam,Medium Cocoa Mass
626,Escazu,2012,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass
627,Escazu,2009,0.65,U.S.A.,2.0,Costa Rica,Low Cocoa Mass
628,Escazu,2009,0.81,U.S.A.,3.5,Venezuela,High Cocoa Mass
629,Escazu,2009,0.74,U.S.A.,2.75,"Cost Rica, Ven",Medium Cocoa Mass
630,Escazu,2008,0.72,U.S.A.,3.0,Venezuela,Medium Cocoa Mass
631,Ethel's Artisan (Mars),2011,0.55,U.S.A.,2.5,"Peru, Madagascar",Low Cocoa Mass
632,Ethel's Artisan (Mars),2011,0.55,U.S.A.,2.5,Trinidad,Low Cocoa Mass
633,Ethel's Artisan (Mars),2011,0.7,U.S.A.,2.5,Venezuela,Medium Cocoa Mass
634,Ethel's Artisan (Mars),2011,0.62,U.S.A.,2.75, ,Low Cocoa Mass
635,Ethel's Artisan (Mars),2011,0.62,U.S.A.,2.5,"Venezuela, Trinidad",Low Cocoa Mass
636,Ethereal,2014,0.8,U.S.A.,3.0,Belize,High Cocoa Mass
637,Ethereal,2014,0.8,U.S.A.,3.5,Ecuador,High Cocoa Mass
638,Ethereal,2014,0.8,U.S.A.,3.75,Dominican Republic,High Cocoa Mass
639,Fearless (AMMA),2010,0.75,U.S.A.,2.75,Brazil,Medium Cocoa Mass
640,Feitoria Cacao,2016,0.76,Portugal,3.0,Jamaica,Medium Cocoa Mass
