,Company,Review Date,Cocoa Percent,Company Location,Rating,Origin,Cocoa Category,Clusters,Cluster
286,Cacao Barry,2008,0.75,France,2.0,Tanzania,Medium Cocoa Mass,2,dark purple
287,Cacao Barry,2007,0.72,France,2.0,Venezuela,Medium Cocoa Mass,2,dark purple
288,Cacao Barry,2007,0.66,France,3.0,Mexico,Low Cocoa Mass,2,dark purple
289,Cacao de Origen,2015,0.77,Venezuela,3.5,Venezuela,Medium Cocoa Mass,1,purple
290,Cacao de Origen,2015,0.75,Venezuela,3.25,Venezuela,Medium Cocoa Mass,1,purple
291,Cacao de Origen,2014,0.75,Venezuela,2.5,Venezuela,Medium Cocoa Mass,1,purple
292,Cacao de Origen,2014,0.74,Venezuela,3.25,Venezuela,Medium Cocoa Mass,1,purple
293,Cacao de Origen,2014,0.75,Venezuela,3.5,Venezuela,Medium Cocoa Mass,1,purple
294,Cacao de Origen,2014,0.7,Venezuela,3.75,Venezuela,Medium Cocoa Mass,1,purple
295,Cacao de Origin,2015,0.74,Venezuela,3.25,Venezuela,Medium Cocoa Mass,1,purple
296,Cacao Hunters,2016,0.71,Colombia,3.75,Colombia,Medium Cocoa Mass,1,purple
297,Cacao Hunters,2016,0.74,Colombia,3.75,Colombia,Medium Cocoa Mass,1,purple
298,Cacao Hunters,2015,0.72,Colombia,3.75,Colombia,Medium Cocoa Mass,1,purple
299,Cacao Hunters,2014,0.64,Colombia,3.5,Colombia,Low Cocoa Mass,1,purple
300,Cacao Hunters,2014,0.7,Colombia,3.5,Colombia,Medium Cocoa Mass,1,purple
301,Cacao Hunters,2014,0.69,Colombia,2.75,Colombia,Low Cocoa Mass,1,purple
302,Cacao Hunters,2014,0.7,Colombia,3.25,Colombia,Medium Cocoa Mass,1,purple
303,Cacao Market,2016,0.7,U.S.A.,3.5,Honduras,Medium Cocoa Mass,1,purple
304,Cacao Prieto,2012,0.72,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,0,pink
305,Cacao Prieto,2011,0.72,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass,0,pink
306,Cacao Prieto,2011,0.66,U.S.A.,3.75,Dominican Republic,Low Cocoa Mass,0,pink
307,Cacao Prieto,2011,0.65,U.S.A.,3.25,Dominican Republic,Low Cocoa Mass,0,pink
308,Cacao Sampaka,2016,0.7,Spain,3.5,Congo,Medium Cocoa Mass,1,purple
309,Cacao Sampaka,2010,0.71,Spain,3.5,Madagascar,Medium Cocoa Mass,0,pink
310,Cacao Sampaka,2010,0.71,Spain,3.75,Ecuador,Medium Cocoa Mass,0,pink
311,Cacao Sampaka,2010,0.71,Spain,4.0,Papua New Guinea,Medium Cocoa Mass,0,pink
312,Cacao Sampaka,2010,0.71,Spain,3.25,Grenada,Medium Cocoa Mass,0,pink
313,Cacao Sampaka,2010,0.71,Spain,3.5,Venezuela,Medium Cocoa Mass,0,pink
314,Cacao Sampaka,2010,0.77,Spain,3.5,Venezuela,Medium Cocoa Mass,0,pink
315,Cacao Sampaka,2009,0.7,Spain,4.0,Mexico,Medium Cocoa Mass,2,dark purple
316,Cacao Sampaka,2009,0.7,Spain,4.0,Mexico,Medium Cocoa Mass,2,dark purple
317,Cacao Store,2015,0.7,Japan,3.0,Madagascar,Medium Cocoa Mass,1,purple
318,Cacao Store,2015,0.7,Japan,3.25,Peru,Medium Cocoa Mass,1,purple
319,Cacao Store,2015,0.7,Japan,3.5,Vietnam,Medium Cocoa Mass,1,purple
320,Cacaosuyo (Theobroma Inversiones),2013,0.7,Peru,3.25,Peru,Medium Cocoa Mass,0,pink
321,Cacaoyere (Ecuatoriana),2008,0.63,Ecuador,3.5,Ecuador,Low Cocoa Mass,2,dark purple
322,Cacaoyere (Ecuatoriana),2008,0.71,Ecuador,3.5,Ecuador,Medium Cocoa Mass,2,dark purple
323,Cacaoyere (Ecuatoriana),2008,0.82,Ecuador,2.5,Ecuador,High Cocoa Mass,2,dark purple
324,Cacaoyere (Ecuatoriana),2008,0.91,Ecuador,1.5,Ecuador,High Cocoa Mass,2,dark purple
325,Callebaut,2008,0.6,Belgium,2.75,Grenada,Low Cocoa Mass,2,dark purple
326,Callebaut,2007,0.7,Belgium,1.0,Ecuador,Medium Cocoa Mass,2,dark purple
327,C-Amaro,2014,0.75,Italy,2.5,Cuba,Medium Cocoa Mass,1,purple
328,C-Amaro,2014,0.72,Italy,3.0,Dominican Republic,Medium Cocoa Mass,1,purple
329,C-Amaro,2014,0.7,Italy,3.5, ,Medium Cocoa Mass,1,purple
330,C-Amaro,2013,1.0,Italy,3.5,Ecuador,High Cocoa Mass,0,pink
331,C-Amaro,2012,0.8,Italy,3.0,Venezuela,High Cocoa Mass,0,pink
332,C-Amaro,2011,0.78,Italy,2.25,Sao Tome,Medium Cocoa Mass,0,pink
333,C-Amaro,2011,0.7,Italy,2.5,Trinidad,Medium Cocoa Mass,0,pink
334,Cao,2016,0.75,U.S.A.,2.5,Venezuela,Medium Cocoa Mass,1,purple
335,Cao,2016,0.73,U.S.A.,2.75,Tanzania,Medium Cocoa Mass,1,purple
336,Cao,2016,0.7,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,1,purple
337,Cao,2016,0.75,U.S.A.,3.0,Bolivia,Medium Cocoa Mass,1,purple
338,Cao,2016,0.7,U.S.A.,3.25,Brazil,Medium Cocoa Mass,1,purple
339,Caoni (Tulicorp),2008,0.77,Ecuador,2.0,Ecuador,Medium Cocoa Mass,2,dark purple
340,Caoni (Tulicorp),2008,0.77,Ecuador,2.5,Ecuador,Medium Cocoa Mass,2,dark purple
341,Caoni (Tulicorp),2008,0.77,Ecuador,2.75,Ecuador,Medium Cocoa Mass,2,dark purple
342,Caoni (Tulicorp),2008,0.55,Ecuador,3.0,Ecuador,Low Cocoa Mass,2,dark purple
343,Caoni (Tulicorp),2008,0.55,Ecuador,3.25,Ecuador,Low Cocoa Mass,2,dark purple
344,Caoni (Tulicorp),2008,0.55,Ecuador,3.5,Ecuador,Low Cocoa Mass,2,dark purple
345,Captain Pembleton,2014,0.7,New Zealand,3.5,Papua New Guinea,Medium Cocoa Mass,1,purple
346,Captain Pembleton,2014,0.7,New Zealand,3.75,Papua New Guinea,Medium Cocoa Mass,1,purple
347,Caribeans,2015,0.72,Costa Rica,3.5,Guatemala,Medium Cocoa Mass,1,purple
348,Caribeans,2015,0.72,Costa Rica,3.25,Costa Rica,Medium Cocoa Mass,1,purple
349,Caribeans,2015,0.72,Costa Rica,3.5,Costa Rica,Medium Cocoa Mass,1,purple
350,Caribeans,2012,0.72,Costa Rica,3.0,Costa Rica,Medium Cocoa Mass,0,pink
351,Caribeans,2012,0.8,Costa Rica,2.75,Costa Rica,High Cocoa Mass,0,pink
352,Carlotta Chocolat,2016,0.65,Colombia,3.0,Colombia,Low Cocoa Mass,1,purple
353,Carlotta Chocolat,2016,0.65,Colombia,3.25,Colombia,Low Cocoa Mass,1,purple
354,Carlotta Chocolat,2016,0.65,Colombia,3.25,Colombia,Low Cocoa Mass,1,purple
355,Carlotta Chocolat,2016,0.65,Colombia,3.5,Colombia,Low Cocoa Mass,1,purple
356,Carlotta Chocolat,2016,0.65,Colombia,3.5,Colombia,Low Cocoa Mass,1,purple
357,Castronovo,2016,0.72,U.S.A.,4.0,Belize,Medium Cocoa Mass,1,purple
358,Castronovo,2015,0.72,U.S.A.,3.5,Honduras,Medium Cocoa Mass,1,purple
359,Castronovo,2015,0.7,U.S.A.,3.75,Domincan Republic,Medium Cocoa Mass,1,purple
360,Castronovo,2015,0.72,U.S.A.,3.5,Venezuela,Medium Cocoa Mass,1,purple
361,Castronovo,2014,0.72,U.S.A.,3.5,Colombia,Medium Cocoa Mass,1,purple
362,Castronovo,2014,0.76,U.S.A.,3.5,Colombia,Medium Cocoa Mass,1,purple
363,Castronovo,2014,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass,1,purple
364,Castronovo,2013,0.7,U.S.A.,3.0,Bolivia,Medium Cocoa Mass,0,pink
365,Castronovo,2013,0.73,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass,0,pink
366,Castronovo,2013,0.7,U.S.A.,2.5,Peru,Medium Cocoa Mass,0,pink
367,Castronovo,2013,0.7,U.S.A.,3.25,Venezuela,Medium Cocoa Mass,0,pink
368,Castronovo,2013,0.72,U.S.A.,3.25,Nicaragua,Medium Cocoa Mass,0,pink
369,Castronovo,2013,0.7,U.S.A.,2.75,Peru,Medium Cocoa Mass,0,pink
370,Castronovo,2013,0.72,U.S.A.,3.0,Venezuela,Medium Cocoa Mass,0,pink
371,Cello,2014,0.7,U.S.A.,2.5,Ecuador,Medium Cocoa Mass,1,purple
372,Cello,2014,0.7,U.S.A.,2.75,Peru,Medium Cocoa Mass,1,purple
373,Cello,2014,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,1,purple
374,Cello,2014,0.7,U.S.A.,3.0,Bolivia,Medium Cocoa Mass,1,purple
375,Cemoi,2009,0.72,France,2.75,Ecuador,Medium Cocoa Mass,2,dark purple
376,Chaleur B,2014,0.7,Canada,2.75,Uganda,Medium Cocoa Mass,1,purple
377,Charm School,2016,0.7,U.S.A.,3.25,Belize,Medium Cocoa Mass,1,purple
378,Chchukululu (Tulicorp),2010,0.55,Ecuador,2.75,Ecuador,Low Cocoa Mass,0,pink
379,Chchukululu (Tulicorp),2008,0.75,Ecuador,3.0,Ecuador,Medium Cocoa Mass,2,dark purple
380,Chequessett,2014,0.7,U.S.A.,3.5,Costa Rica,Medium Cocoa Mass,1,purple
381,Chloe Chocolat,2011,0.7,France,3.5, ,Medium Cocoa Mass,0,pink
382,Chocablog,2015,0.7,U.K.,3.25,Ecuador,Medium Cocoa Mass,1,purple
383,Choco Del Sol,2014,0.75,Germany,3.0,Belize,Medium Cocoa Mass,1,purple
384,Choco Del Sol,2014,0.82,Germany,3.25,Belize,High Cocoa Mass,1,purple
385,Choco Dong,2015,0.7,South Korea,2.75,Vietnam,Medium Cocoa Mass,1,purple
386,Choco Dong,2015,0.7,South Korea,3.5,Malaysia,Medium Cocoa Mass,1,purple
387,Chocolarder,2015,0.65,U.K.,2.5,Peru,Low Cocoa Mass,1,purple
388,Chocolarder,2015,0.65,U.K.,2.75,Peru,Low Cocoa Mass,1,purple
389,Chocolarder,2015,0.8,U.K.,2.5,Dominican Republic,High Cocoa Mass,1,purple
390,Chocola'te,2011,0.7,U.S.A.,3.75,Madagascar,Medium Cocoa Mass,0,pink
391,Chocola'te,2011,0.68,U.S.A.,3.75,Venezuela,Low Cocoa Mass,0,pink
392,Chocolate Alchemist-Philly,2016,0.9,U.S.A.,2.5,Peru,High Cocoa Mass,1,purple
393,Chocolate Alchemist-Philly,2016,0.8,U.S.A.,2.5, ,High Cocoa Mass,1,purple
394,Chocolate Con Amor,2016,0.7,U.S.A.,2.5,Bolivia,Medium Cocoa Mass,1,purple
395,Chocolate Con Amor,2016,0.7,U.S.A.,2.75,Uganda,Medium Cocoa Mass,1,purple
396,Chocolate Con Amor,2016,0.6,U.S.A.,3.0,Dominican Republic,Low Cocoa Mass,1,purple
397,Chocolate Con Amor,2016,0.75,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass,1,purple
398,Chocolate Con Amor,2016,0.8,U.S.A.,3.0,Venezuela,High Cocoa Mass,1,purple
399,Chocolate Con Amor,2016,0.7,U.S.A.,3.25,Ecuador,Medium Cocoa Mass,1,purple
400,Chocolate Con Amor,2016,0.8,U.S.A.,2.75,Nicaragua,High Cocoa Mass,1,purple
401,Chocolate Conspiracy,2014,0.74,U.S.A.,2.75,Peru,Medium Cocoa Mass,1,purple
402,Chocolate Makers,2015,0.75,Amsterdam,3.25,Dominican Republic,Medium Cocoa Mass,1,purple
403,Chocolate Makers,2015,0.68,Amsterdam,3.5,Congo,Low Cocoa Mass,1,purple
404,Chocolate Makers,2015,0.8,Amsterdam,3.75,Peru,High Cocoa Mass,1,purple
405,"Chocolate Tree, The",2015,0.69,Scotland,3.75,Peru,Low Cocoa Mass,1,purple
406,"Chocolate Tree, The",2015,0.8,Scotland,3.75,Venezuela,High Cocoa Mass,1,purple
407,"Chocolate Tree, The",2013,0.7,Scotland,3.75,Peru,Medium Cocoa Mass,0,pink
408,"Chocolate Tree, The",2012,0.82,Scotland,2.5,Ecuador,High Cocoa Mass,0,pink
409,"Chocolate Tree, The",2012,0.68,Scotland,2.75,Peru,Low Cocoa Mass,0,pink
410,"Chocolate Tree, The",2012,0.72,Scotland,3.25,Madagascar,Medium Cocoa Mass,0,pink
411,Chocolats Privilege,2014,0.7,Canada,2.5,Mexico,Medium Cocoa Mass,1,purple
412,ChocoReko,2015,0.77,Japan,3.0,Venezuela,Medium Cocoa Mass,1,purple
413,Chocosol,2011,0.65,Canada,3.25,Mexico,Low Cocoa Mass,0,pink
414,Chocovic,2010,0.71,Spain,3.25,Mexico,Medium Cocoa Mass,0,pink
415,Chocovic,2010,0.71,Spain,3.5,Madagascar,Medium Cocoa Mass,0,pink
416,Chocovic,2009,0.6,Spain,3.25, ,Low Cocoa Mass,2,dark purple
417,Chocovic,2009,0.75,Spain,3.25, ,Medium Cocoa Mass,2,dark purple
418,Chocovic,2008,0.71,Spain,3.5,Venezuela,Medium Cocoa Mass,2,dark purple
419,Chocovic,2007,0.71,Spain,2.5,Ecuador,Medium Cocoa Mass,2,dark purple
420,Chocovic,2007,0.71,Spain,2.5,Grenada,Medium Cocoa Mass,2,dark purple
421,Chocovic,2007,0.7,Spain,3.0, ,Medium Cocoa Mass,2,dark purple
422,Chocovivo,2015,0.65,U.S.A.,2.5,Mexico,Low Cocoa Mass,1,purple
423,Chocovivo,2015,0.75,U.S.A.,2.5,Mexico,Medium Cocoa Mass,1,purple
424,Choklat,2009,0.8,Canada,2.5,Venezuela,High Cocoa Mass,2,dark purple
425,Choklat,2009,0.7,Canada,2.75,Mexico,Medium Cocoa Mass,2,dark purple
426,Choklat,2009,0.7,Canada,3.0,Brazil,Medium Cocoa Mass,2,dark purple
427,Choklat,2009,0.8,Canada,3.0,Brazil,High Cocoa Mass,2,dark purple
428,Choklat,2009,0.7,Canada,3.0,Venezuela,Medium Cocoa Mass,2,dark purple
429,Chokolat Elot (Girard),2013,0.42,Martinique,2.75,Martinique,Low Cocoa Mass,0,pink
430,Choocsol,2016,0.75,Canada,3.25,Mexico,Medium Cocoa Mass,1,purple
431,Christopher Morel (Felchlin),2011,0.68,Canada,3.75,Peru,Low Cocoa Mass,0,pink
432,Chuao Chocolatier,2009,0.61,U.S.A.,3.0,Venezuela,Low Cocoa Mass,2,dark purple
433,Chuao Chocolatier (Pralus),2010,0.77,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,0,pink
434,Claudio Corallo,2010,0.735,Sao Tome,3.75,Sao Tome & Principe,Medium Cocoa Mass,0,pink
435,Claudio Corallo,2008,0.8,Sao Tome,3.0,Sao Tome & Principe,High Cocoa Mass,2,dark purple
436,Claudio Corallo,2008,0.75,Sao Tome,4.0,Sao Tome & Principe,Medium Cocoa Mass,2,dark purple
437,Claudio Corallo,2008,1.0,Sao Tome,1.0,Sao Tome & Principe,High Cocoa Mass,2,dark purple
438,Cloudforest,2015,0.73,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,1,purple
439,Coleman & Davis,2015,0.75,U.S.A.,3.0,Madagascar,Medium Cocoa Mass,1,purple
440,Compania de Chocolate (Salgado),2010,0.7,Argentina,3.25,Venezuela,Medium Cocoa Mass,0,pink
441,Compania de Chocolate (Salgado),2008,0.8,Argentina,2.75,Venezuela,High Cocoa Mass,2,dark purple
442,Compania de Chocolate (Salgado),2008,0.72,Argentina,3.25,Bolivia,Medium Cocoa Mass,2,dark purple
443,Compania de Chocolate (Salgado),2008,0.7,Argentina,3.75,Venezuela,Medium Cocoa Mass,2,dark purple
444,Compania de Chocolate (Salgado),2008,0.88,Argentina,2.75,Ecuador,High Cocoa Mass,2,dark purple
445,Condor,2015,0.76,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,1,purple
446,Confluence,2016,0.78,U.S.A.,2.75,Vietnam,Medium Cocoa Mass,1,purple
447,Coppeneur,2013,0.65,Germany,3.25,Ecuador,Low Cocoa Mass,0,pink
448,Coppeneur,2012,0.85,Germany,3.5,Ghana,High Cocoa Mass,0,pink
449,Coppeneur,2012,1.0,Germany,1.5,Ecuador,High Cocoa Mass,0,pink
450,Coppeneur,2012,0.72,Germany,3.75,Sao Tome & Principe,Medium Cocoa Mass,0,pink
451,Coppeneur,2012,0.7,Germany,3.5,Madagascar,Medium Cocoa Mass,0,pink
452,Coppeneur,2010,0.72,Germany,3.25,Grenada,Medium Cocoa Mass,0,pink
453,Coppeneur,2010,0.7,Germany,3.0,Venezuela,Medium Cocoa Mass,0,pink
454,Coppeneur,2010,0.72,Germany,2.5,Ecuador,Medium Cocoa Mass,0,pink
455,Coppeneur,2010,0.72,Germany,3.0,Trinidad,Medium Cocoa Mass,0,pink
456,Coppeneur,2010,0.72,Germany,3.25,Jamaica,Medium Cocoa Mass,0,pink
457,Coppeneur,2010,0.72,Germany,3.25,Venezuela,Medium Cocoa Mass,0,pink
458,Coppeneur,2009,0.72,Germany,3.0,Peru,Medium Cocoa Mass,2,dark purple
459,Coppeneur,2009,0.62,Germany,3.25,Peru,Low Cocoa Mass,2,dark purple
460,Coppeneur,2009,0.7,Germany,3.5,Venezuela,Medium Cocoa Mass,2,dark purple
461,Coppeneur,2009,0.7,Germany,3.75,Venezuela,Medium Cocoa Mass,2,dark purple
462,Coppeneur,2008,0.72,Germany,3.0,Mexico,Medium Cocoa Mass,2,dark purple
463,Coppeneur,2008,0.72,Germany,3.0,Venezuela,Medium Cocoa Mass,2,dark purple
464,Coppeneur,2007,0.72,Germany,3.0,Madagascar,Medium Cocoa Mass,2,dark purple
465,Cote d' Or (Kraft),2006,0.7,Belgium,1.0, ,Medium Cocoa Mass,2,dark purple
466,Cravve,2014,0.7,Australia,2.5,Papua New Guinea,Medium Cocoa Mass,1,purple
467,Cravve,2014,0.83,Australia,2.75,Vanuatu,High Cocoa Mass,1,purple
468,Cravve,2012,0.75,Australia,3.25,Tanzania,Medium Cocoa Mass,0,pink
469,Cravve,2012,0.65,Australia,3.25,Brazil,Low Cocoa Mass,0,pink
470,Cravve,2012,0.67,Australia,3.25,Fiji,Low Cocoa Mass,0,pink
471,Cravve,2012,0.64,Australia,3.25,Vanuatu,Low Cocoa Mass,0,pink
472,Cravve,2012,0.75,Australia,3.5,Papua New Guinea,Medium Cocoa Mass,0,pink
473,Creo,2016,0.85,U.S.A.,3.25,Ecuador,High Cocoa Mass,1,purple
474,Creo,2016,0.73,U.S.A.,3.75,Ecuador,Medium Cocoa Mass,1,purple
475,Daintree,2015,0.7,Australia,2.75,Australia,Medium Cocoa Mass,1,purple
476,Daintree,2011,0.7,Australia,3.25,Australia,Medium Cocoa Mass,0,pink
477,Dalloway,2017,0.72,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass,1,purple
478,Damson,2015,0.7,U.K.,3.0,Trinidad,Medium Cocoa Mass,1,purple
479,Damson,2015,0.7,U.K.,3.5,Ecuador,Medium Cocoa Mass,1,purple
480,Damson,2015,0.7,U.K.,2.25,Grenada,Medium Cocoa Mass,1,purple
481,Damson,2015,0.7,U.K.,2.75,Nicaragua,Medium Cocoa Mass,1,purple
482,Dandelion,2016,0.7,U.S.A.,3.75, ,Medium Cocoa Mass,1,purple
483,Dandelion,2015,0.7,U.S.A.,3.0,Belize,Medium Cocoa Mass,1,purple
484,Dandelion,2014,0.7,U.S.A.,3.5,Belize,Medium Cocoa Mass,1,purple
485,Dandelion,2014,0.7,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,1,purple
486,Dandelion,2014,0.7,U.S.A.,2.75,Liberia,Medium Cocoa Mass,1,purple
487,Dandelion,2014,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,1,purple
488,Dandelion,2013,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,0,pink
489,Dandelion,2013,0.7,U.S.A.,3.25,Venezuela,Medium Cocoa Mass,0,pink
490,Dandelion,2013,0.7,U.S.A.,3.5,Venezuela,Medium Cocoa Mass,0,pink
491,Dandelion,2013,0.7,U.S.A.,3.5,Papua New Guinea,Medium Cocoa Mass,0,pink
492,Dandelion,2012,0.7,U.S.A.,3.0,Costa Rica,Medium Cocoa Mass,0,pink
493,Dandelion,2012,0.7,U.S.A.,3.25,Colombia,Medium Cocoa Mass,0,pink
494,Dandelion,2012,0.7,U.S.A.,3.75,Dominican Republic,Medium Cocoa Mass,0,pink
495,Dandelion,2011,0.7,U.S.A.,3.25,Dominican Republic,Medium Cocoa Mass,0,pink
496,Dandelion,2011,0.7,U.S.A.,3.25,Madagascar,Medium Cocoa Mass,0,pink
497,Dandelion,2011,0.7,U.S.A.,3.25,Tanzania,Medium Cocoa Mass,0,pink
498,Danta,2014,0.82,Guatemala,3.25,Guatemala,High Cocoa Mass,1,purple
499,Danta,2012,0.75,Guatemala,3.0,Venezuela,Medium Cocoa Mass,0,pink
500,Danta,2012,0.7,Guatemala,3.75,Guatemala,Medium Cocoa Mass,0,pink
501,Danta,2012,0.7,Guatemala,3.75,Madagascar,Medium Cocoa Mass,0,pink
502,Danta,2012,0.7,Guatemala,4.0,Guatemala,Medium Cocoa Mass,0,pink
503,Danta,2012,0.7,Guatemala,3.25,Guatemala,Medium Cocoa Mass,0,pink
504,Danta,2011,0.6,Guatemala,3.5,Guatemala,Low Cocoa Mass,0,pink
505,Danta,2009,0.75,Guatemala,3.0,Guatemala,Medium Cocoa Mass,2,dark purple
506,Danta,2009,0.6,Guatemala,3.25,Guatemala,Low Cocoa Mass,2,dark purple
507,DAR,2016,0.72,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,1,purple
508,DAR,2016,0.72,U.S.A.,3.0,Vietnam,Medium Cocoa Mass,1,purple
509,DAR,2016,0.7,U.S.A.,3.25,"Ecuador, Costa Rica",Medium Cocoa Mass,1,purple
510,Dark Forest,2016,0.75,U.S.A.,3.25,Bolivia,Medium Cocoa Mass,1,purple
511,Dark Forest,2015,0.7,U.S.A.,3.0,Madagascar,Medium Cocoa Mass,1,purple
512,Dark Forest,2015,0.7,U.S.A.,3.25,Venezuela,Medium Cocoa Mass,1,purple
513,Dark Forest,2015,0.7,U.S.A.,3.0,Tanzania,Medium Cocoa Mass,1,purple
514,Dark Forest,2015,0.7,U.S.A.,3.25,Ecuador,Medium Cocoa Mass,1,purple
515,Davis,2013,0.7,U.S.A.,2.5,Ghana,Medium Cocoa Mass,0,pink
516,Davis,2013,0.7,U.S.A.,2.75,Dominican Republic,Medium Cocoa Mass,0,pink
517,Davis,2013,0.7,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,0,pink
518,Davis,2012,0.58,U.S.A.,3.25,West Africa,Low Cocoa Mass,0,pink
519,De Mendes,2015,0.72,Brazil,3.5,Brazil,Medium Cocoa Mass,1,purple
520,De Mendes,2015,0.65,Brazil,3.5,Brazil,Low Cocoa Mass,1,purple
521,De Villiers,2016,0.7,South Africa,2.5,Uganda,Medium Cocoa Mass,1,purple
522,De Villiers,2016,0.7,South Africa,3.0,Madagascar,Medium Cocoa Mass,1,purple
523,Dean and Deluca (Belcolade),2007,0.66,U.S.A.,2.5,Madagascar,Low Cocoa Mass,2,dark purple
524,Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Costa Rica,Low Cocoa Mass,2,dark purple
525,Dean and Deluca (Belcolade),2007,0.71,U.S.A.,3.0,Ecuador,Medium Cocoa Mass,2,dark purple
526,Dean and Deluca (Belcolade),2007,0.6,U.S.A.,3.0,Ghana,Low Cocoa Mass,2,dark purple
527,Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Papua New Guinea,Low Cocoa Mass,2,dark purple
528,Dean and Deluca (Belcolade),2007,0.64,U.S.A.,3.0,Peru,Low Cocoa Mass,2,dark purple
529,Debauve & Gallais (Michel Cluizel),2009,0.64,France,3.0,Papua New Guinea,Low Cocoa Mass,2,dark purple
530,Debauve & Gallais (Michel Cluizel),2008,0.66,France,3.75,Venezuela,Low Cocoa Mass,2,dark purple
531,Desbarres,2016,0.72,Canada,2.5,Tanzania,Medium Cocoa Mass,1,purple
532,DeVries,2008,0.8,U.S.A.,2.75,Bolivia,High Cocoa Mass,2,dark purple
533,DeVries,2007,0.77,U.S.A.,3.5,Costa Rica,Medium Cocoa Mass,2,dark purple
534,DeVries,2007,0.77,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass,2,dark purple
535,Dick Taylor,2017,0.7,U.S.A.,3.75,Guatemala,Medium Cocoa Mass,1,purple
536,Dick Taylor,2016,0.78,U.S.A.,3.5,Vietnam,Medium Cocoa Mass,1,purple
537,Dick Taylor,2015,0.7,U.S.A.,3.75,Bolivia,Medium Cocoa Mass,1,purple
538,Dick Taylor,2014,0.74,U.S.A.,3.5,Dominican Republic,Medium Cocoa Mass,1,purple
539,Dick Taylor,2013,0.7,U.S.A.,3.25,Ecuador,Medium Cocoa Mass,0,pink
540,Dick Taylor,2013,0.76,U.S.A.,3.5,Ecuador,Medium Cocoa Mass,0,pink
541,Dick Taylor,2012,0.75,U.S.A.,2.75,Bolivia,Medium Cocoa Mass,0,pink
542,Dick Taylor,2012,0.72,U.S.A.,2.75,Belize,Medium Cocoa Mass,0,pink
543,Dick Taylor,2011,0.8,U.S.A.,2.75,Madagascar,High Cocoa Mass,0,pink
544,Dick Taylor,2011,0.72,U.S.A.,3.0,Madagascar,Medium Cocoa Mass,0,pink
545,Dick Taylor,2011,0.75,U.S.A.,2.75,Venezuela,Medium Cocoa Mass,0,pink
546,Dick Taylor,2011,0.74,U.S.A.,3.0,Dominican Republic,Medium Cocoa Mass,0,pink
547,Dick Taylor,2011,0.7,U.S.A.,3.25,Ecuador,Medium Cocoa Mass,0,pink
548,Doble & Bignall,2015,0.85,U.K.,3.0,Venezuela,High Cocoa Mass,1,purple
549,Doble & Bignall,2014,0.72,U.K.,3.25,Panama,Medium Cocoa Mass,1,purple
550,Doble & Bignall,2014,0.72,U.K.,3.25,Venezuela,Medium Cocoa Mass,1,purple
551,Doble & Bignall,2014,0.72,U.K.,3.5,Nicaragua,Medium Cocoa Mass,1,purple
552,Dole (Guittard),2009,0.7,U.S.A.,3.75,Hawaii,Medium Cocoa Mass,2,dark purple
553,Dolfin (Belcolade),2008,0.88,Belgium,3.0,West Africa,High Cocoa Mass,2,dark purple
554,Dolfin (Belcolade),2006,0.7,Belgium,1.5, ,Medium Cocoa Mass,2,dark purple
555,Domori,2015,0.7,Italy,3.75,Ecuador,Medium Cocoa Mass,1,purple
556,Domori,2015,0.7,Italy,3.75,Venezuela,Medium Cocoa Mass,1,purple
557,Domori,2013,1.0,Italy,3.0,Venezuela,High Cocoa Mass,0,pink
558,Domori,2012,0.7,Italy,3.5,Tanzania,Medium Cocoa Mass,0,pink
559,Domori,2012,0.7,Italy,3.75,Venezuela,Medium Cocoa Mass,0,pink
560,Domori,2011,0.7,Italy,3.5,Venezuela,Medium Cocoa Mass,0,pink
561,Domori,2010,0.7,Italy,3.0,Venezuela,Medium Cocoa Mass,0,pink
562,Domori,2008,0.7,Italy,3.0,Venezuela,Medium Cocoa Mass,2,dark purple
563,Domori,2008,0.7,Italy,3.0,Colombia,Medium Cocoa Mass,2,dark purple
564,Domori,2008,0.78,Italy,3.5, ,Medium Cocoa Mass,2,dark purple
565,Domori,2008,0.7,Italy,3.75, ,Medium Cocoa Mass,2,dark purple
566,Domori,2007,0.7,Italy,4.0,Venezuela,Medium Cocoa Mass,2,dark purple
567,Domori,2007,0.75,Italy,3.25,Venezuela,Medium Cocoa Mass,2,dark purple
